round,timestamp,result
700,2025-11-01T13:37:23.543633,P
701,2025-11-01T13:37:24.543637,P
702,2025-11-01T13:37:25.543640,B
703,2025-11-01T13:37:26.543643,P
704,2025-11-01T13:37:27.543647,B
705,2025-11-01T13:37:28.543650,P
706,2025-11-01T13:37:29.543653,P
707,2025-11-01T13:37:30.543691,B
708,2025-11-01T13:37:31.543695,B
709,2025-11-01T13:37:32.543699,B
710,2025-11-01T13:37:33.543702,P
711,2025-11-01T13:37:34.543706,B
712,2025-11-01T13:37:35.543709,B
713,2025-11-01T13:37:36.543713,P
714,2025-11-01T13:37:37.543716,B
715,2025-11-01T13:37:38.543719,B
716,2025-11-01T13:37:39.543723,P
717,2025-11-01T13:37:40.543726,B
718,2025-11-01T13:37:41.543730,B
719,2025-11-01T13:37:42.543733,P
720,2025-11-01T13:37:43.543736,B
721,2025-11-01T13:37:44.543740,B
722,2025-11-01T13:37:45.543743,B
723,2025-11-01T13:37:46.543746,P
724,2025-11-01T13:37:47.543750,B
725,2025-11-01T13:37:48.543851,T
726,2025-11-01T13:37:49.543870,B
727,2025-11-01T13:37:50.543875,B
728,2025-11-01T13:37:51.543879,B
729,2025-11-01T13:37:52.543882,B
730,2025-11-01T13:37:53.543886,P
731,2025-11-01T13:37:54.543889,B
732,2025-11-01T13:37:55.543893,P
733,2025-11-01T13:37:56.543896,P
734,2025-11-01T13:37:57.543900,T
735,2025-11-01T13:37:58.543903,B
736,2025-11-01T13:37:59.543906,B
737,2025-11-01T13:38:00.543910,T
738,2025-11-01T13:38:01.543913,B
739,2025-11-01T13:38:02.543917,B
740,2025-11-01T13:38:03.543920,P
741,2025-11-01T13:38:04.543924,P
742,2025-11-01T13:38:05.543927,P
743,2025-11-01T13:38:06.543931,P
744,2025-11-01T13:38:07.543934,B
745,2025-11-01T13:38:08.543938,B
746,2025-11-01T13:38:09.543941,P
747,2025-11-01T13:38:10.543945,T
748,2025-11-01T13:38:11.543948,B
749,2025-11-01T13:38:12.543952,B
750,2025-11-01T13:38:13.543955,P
751,2025-11-01T13:38:14.543959,B
752,2025-11-01T13:38:15.543962,B
753,2025-11-01T13:38:16.543965,B
754,2025-11-01T13:38:17.543969,P
755,2025-11-01T13:38:18.543972,P
756,2025-11-01T13:38:19.543976,B
757,2025-11-01T13:38:20.543979,P
758,2025-11-01T13:38:21.543983,P
759,2025-11-01T13:38:22.543986,B
760,2025-11-01T13:38:23.543991,B
761,2025-11-01T13:38:24.543994,P
762,2025-11-01T13:38:25.543997,P
763,2025-11-01T13:38:26.544001,P
764,2025-11-01T13:38:27.544004,P
765,2025-11-01T13:38:28.544008,P
766,2025-11-01T13:38:29.544011,P
767,2025-11-01T13:38:30.544015,P
768,2025-11-01T13:38:31.544018,P
769,2025-11-01T13:38:32.544022,B
770,2025-11-01T13:38:33.544025,B
771,2025-11-01T13:38:34.544028,T
772,2025-11-01T13:38:35.544032,P
773,2025-11-01T13:38:36.544035,B
774,2025-11-01T13:38:37.544039,B
775,2025-11-01T13:38:38.544042,B
776,2025-11-01T13:38:39.544045,P
777,2025-11-01T13:38:40.544049,B
778,2025-11-01T13:38:41.544053,B
779,2025-11-01T13:38:42.544056,B
780,2025-11-01T13:38:43.544059,T
781,2025-11-01T13:38:44.544063,B
782,2025-11-01T13:38:45.544066,B
783,2025-11-01T13:38:46.544070,B
784,2025-11-01T13:38:47.544073,P
785,2025-11-01T13:38:48.544076,B
786,2025-11-01T13:38:49.544080,P
787,2025-11-01T13:38:50.544083,B
788,2025-11-01T13:38:51.544087,B
789,2025-11-01T13:38:52.544090,P
790,2025-11-01T13:38:53.544094,P
791,2025-11-01T13:38:54.544097,B
792,2025-11-01T13:38:55.544100,B
793,2025-11-01T13:38:56.544104,P
794,2025-11-01T13:38:57.544107,P
795,2025-11-01T13:38:58.544111,B
796,2025-11-01T13:38:59.544114,P
797,2025-11-01T13:39:00.544117,P
798,2025-11-01T13:39:01.544121,T
799,2025-11-01T13:39:02.544124,P
800,2025-11-01T13:39:03.544132,B
801,2025-11-01T13:39:04.544139,P
802,2025-11-01T13:39:05.544145,B
803,2025-11-01T13:39:06.544151,B
804,2025-11-01T13:39:07.544157,P
805,2025-11-01T13:39:08.544162,P
806,2025-11-01T13:39:09.544165,T
807,2025-11-01T13:39:10.544169,B
808,2025-11-01T13:39:11.544172,P
809,2025-11-01T13:39:12.544176,T
810,2025-11-01T13:39:13.544179,P
811,2025-11-01T13:39:14.544183,P
812,2025-11-01T13:39:15.544186,P
813,2025-11-01T13:39:16.544189,P
814,2025-11-01T13:39:17.544193,T
815,2025-11-01T13:39:18.544196,P
816,2025-11-01T13:39:19.544200,B
817,2025-11-01T13:39:20.544203,P
818,2025-11-01T13:39:21.544207,B
819,2025-11-01T13:39:22.544211,B
820,2025-11-01T13:39:23.544215,P
821,2025-11-01T13:39:24.544218,B
822,2025-11-01T13:39:25.544221,B
823,2025-11-01T13:39:26.544225,P
824,2025-11-01T13:39:27.544228,T
825,2025-11-01T13:39:28.544232,P
826,2025-11-01T13:39:29.544235,P
827,2025-11-01T13:39:30.544238,T
828,2025-11-01T13:39:31.544242,B
829,2025-11-01T13:39:32.544245,B
830,2025-11-01T13:39:33.544248,T
831,2025-11-01T13:39:34.544252,B
832,2025-11-01T13:39:35.544255,P
833,2025-11-01T13:39:36.544259,B
834,2025-11-01T13:39:37.544262,P
835,2025-11-01T13:39:38.544266,B
836,2025-11-01T13:39:39.544269,P
837,2025-11-01T13:39:40.544273,P
838,2025-11-01T13:39:41.544276,B
839,2025-11-01T13:39:42.544280,B
840,2025-11-01T13:39:43.544283,T
841,2025-11-01T13:39:44.544286,P
842,2025-11-01T13:39:45.544290,B
843,2025-11-01T13:39:46.544293,P
844,2025-11-01T13:39:47.544296,P
845,2025-11-01T13:39:48.544300,B
846,2025-11-01T13:39:49.544304,B
847,2025-11-01T13:39:50.544308,P
848,2025-11-01T13:39:51.544311,B
849,2025-11-01T13:39:52.544315,P
850,2025-11-01T13:39:53.544318,P
851,2025-11-01T13:39:54.544321,B
852,2025-11-01T13:39:55.544325,P
853,2025-11-01T13:39:56.544329,T
854,2025-11-01T13:39:57.544332,B
855,2025-11-01T13:39:58.544336,B
856,2025-11-01T13:39:59.544339,P
857,2025-11-01T13:40:00.544343,P
858,2025-11-01T13:40:01.544346,B
859,2025-11-01T13:40:02.544349,B
860,2025-11-01T13:40:03.544353,B
861,2025-11-01T13:40:04.544356,T
862,2025-11-01T13:40:05.544360,B
863,2025-11-01T13:40:06.544363,B
864,2025-11-01T13:40:07.544366,T
865,2025-11-01T13:40:08.544370,B
866,2025-11-01T13:40:09.544373,B
867,2025-11-01T13:40:10.544377,B
868,2025-11-01T13:40:11.544380,P
869,2025-11-01T13:40:12.544383,B
870,2025-11-01T13:40:13.544387,P
871,2025-11-01T13:40:14.544390,B
872,2025-11-01T13:40:15.544394,B
873,2025-11-01T13:40:16.544399,B
874,2025-11-01T13:40:17.544403,B
875,2025-11-01T13:40:18.544406,P
876,2025-11-01T13:40:19.544410,B
877,2025-11-01T13:40:20.544413,B
878,2025-11-01T13:40:21.544417,P
879,2025-11-01T13:40:22.544421,P
880,2025-11-01T13:40:23.544424,P
881,2025-11-01T13:40:24.544427,B
882,2025-11-01T13:40:25.544431,T
883,2025-11-01T13:40:26.544434,B
884,2025-11-01T13:40:27.544438,P
885,2025-11-01T13:40:28.544441,B
886,2025-11-01T13:40:29.544444,B
887,2025-11-01T13:40:30.544448,B
888,2025-11-01T13:40:31.544451,B
889,2025-11-01T13:40:32.544454,T
890,2025-11-01T13:40:33.544458,B
891,2025-11-01T13:40:34.544461,P
892,2025-11-01T13:40:35.544465,B
893,2025-11-01T13:40:36.544468,P
894,2025-11-01T13:40:37.544471,B
895,2025-11-01T13:40:38.544475,P
896,2025-11-01T13:40:39.544478,B
897,2025-11-01T13:40:40.544483,P
898,2025-11-01T13:40:41.544486,B
899,2025-11-01T13:40:42.544490,B
900,2025-11-01T13:40:43.544493,T
901,2025-11-01T13:40:44.544497,T
902,2025-11-01T13:40:45.544500,B
903,2025-11-01T13:40:46.544504,P
904,2025-11-01T13:40:47.544507,B
905,2025-11-01T13:40:48.544510,P
906,2025-11-01T13:40:49.544514,P
907,2025-11-01T13:40:50.544517,P
908,2025-11-01T13:40:51.544521,B
909,2025-11-01T13:40:52.544524,P
910,2025-11-01T13:40:53.544527,P
911,2025-11-01T13:40:54.544531,B
912,2025-11-01T13:40:55.544536,B
913,2025-11-01T13:40:56.544539,B
914,2025-11-01T13:40:57.544543,P
915,2025-11-01T13:40:58.544546,B
916,2025-11-01T13:40:59.544550,P
917,2025-11-01T13:41:00.544553,B
918,2025-11-01T13:41:01.544556,B
919,2025-11-01T13:41:02.544560,P
920,2025-11-01T13:41:03.544563,P
921,2025-11-01T13:41:04.544566,B
922,2025-11-01T13:41:05.544570,B
923,2025-11-01T13:41:06.544573,B
924,2025-11-01T13:41:07.544577,P
925,2025-11-01T13:41:08.544580,P
926,2025-11-01T13:41:09.544584,P
927,2025-11-01T13:41:10.544587,B
928,2025-11-01T13:41:11.544591,T
929,2025-11-01T13:41:12.544594,P
930,2025-11-01T13:41:13.544598,B
931,2025-11-01T13:41:14.544601,B
932,2025-11-01T13:41:15.544604,P
933,2025-11-01T13:41:16.544608,B
934,2025-11-01T13:41:17.544613,P
935,2025-11-01T13:41:18.544616,P
936,2025-11-01T13:41:19.544620,T
937,2025-11-01T13:41:20.544623,B
938,2025-11-01T13:41:21.544627,P
939,2025-11-01T13:41:22.544630,P
940,2025-11-01T13:41:23.544634,P
941,2025-11-01T13:41:24.544637,B
942,2025-11-01T13:41:25.544640,B
943,2025-11-01T13:41:26.544644,B
944,2025-11-01T13:41:27.544647,B
945,2025-11-01T13:41:28.544650,B
946,2025-11-01T13:41:29.544654,T
947,2025-11-01T13:41:30.544657,B
948,2025-11-01T13:41:31.544661,P
949,2025-11-01T13:41:32.544664,T
950,2025-11-01T13:41:33.544668,P
951,2025-11-01T13:41:34.544671,P
952,2025-11-01T13:41:35.544674,B
953,2025-11-01T13:41:36.544678,B
954,2025-11-01T13:41:37.544681,P
955,2025-11-01T13:41:38.544685,B
956,2025-11-01T13:41:39.544688,P
957,2025-11-01T13:41:40.544692,P
958,2025-11-01T13:41:41.544695,P
959,2025-11-01T13:41:42.544699,B
960,2025-11-01T13:41:43.544702,P
961,2025-11-01T13:41:44.544706,B
962,2025-11-01T13:41:45.544709,P
963,2025-11-01T13:41:46.544714,B
964,2025-11-01T13:41:47.544720,B
965,2025-11-01T13:41:48.544775,B
966,2025-11-01T13:41:49.544780,B
967,2025-11-01T13:41:50.544784,B
968,2025-11-01T13:41:51.544787,P
969,2025-11-01T13:41:52.544791,P
970,2025-11-01T13:41:53.544794,B
971,2025-11-01T13:41:54.544797,B
972,2025-11-01T13:41:55.544801,B
973,2025-11-01T13:41:56.544804,P
974,2025-11-01T13:41:57.544808,B
975,2025-11-01T13:41:58.544811,P
976,2025-11-01T13:41:59.544814,B
977,2025-11-01T13:42:00.544818,B
978,2025-11-01T13:42:01.544824,P
979,2025-11-01T13:42:02.544828,B
980,2025-11-01T13:42:03.544831,B
981,2025-11-01T13:42:04.544834,B
982,2025-11-01T13:42:05.544838,B
983,2025-11-01T13:42:06.544843,B
984,2025-11-01T13:42:07.544849,P
985,2025-11-01T13:42:08.544856,P
986,2025-11-01T13:42:09.544862,P
987,2025-11-01T13:42:10.544868,B
988,2025-11-01T13:42:11.544873,B
989,2025-11-01T13:42:12.544876,P
990,2025-11-01T13:42:13.544879,B
991,2025-11-01T13:42:14.544883,B
992,2025-11-01T13:42:15.544886,B
993,2025-11-01T13:42:16.544889,P
994,2025-11-01T13:42:17.544893,P
995,2025-11-01T13:42:18.544896,P
996,2025-11-01T13:42:19.544900,P
997,2025-11-01T13:42:20.544903,P
998,2025-11-01T13:42:21.544907,P
999,2025-11-01T13:42:22.544910,P
1000,2025-11-01T13:42:23.544913,P
1001,2025-11-01T13:42:24.544917,P
1002,2025-11-01T13:42:25.544921,P
1003,2025-11-01T13:42:26.544924,B
1004,2025-11-01T13:42:27.544927,T
1005,2025-11-01T13:42:28.544932,P
1006,2025-11-01T13:42:29.544935,T
1007,2025-11-01T13:42:30.544939,T
1008,2025-11-01T13:42:31.544942,P
1009,2025-11-01T13:42:32.544945,B
1010,2025-11-01T13:42:33.544949,T
1011,2025-11-01T13:42:34.544952,P
1012,2025-11-01T13:42:35.544956,P
1013,2025-11-01T13:42:36.544959,T
1014,2025-11-01T13:42:37.544963,B
1015,2025-11-01T13:42:38.544966,P
1016,2025-11-01T13:42:39.544969,B
1017,2025-11-01T13:42:40.544973,B
1018,2025-11-01T13:42:41.544976,P
1019,2025-11-01T13:42:42.544980,T
1020,2025-11-01T13:42:43.544983,B
1021,2025-11-01T13:42:44.544987,B
1022,2025-11-01T13:42:45.544991,P
1023,2025-11-01T13:42:46.544994,B
1024,2025-11-01T13:42:47.544997,P
1025,2025-11-01T13:42:48.545001,T
1026,2025-11-01T13:42:49.545004,B
1027,2025-11-01T13:42:50.545007,P
1028,2025-11-01T13:42:51.545011,P
1029,2025-11-01T13:42:52.545014,B
1030,2025-11-01T13:42:53.545018,B
1031,2025-11-01T13:42:54.545021,P
1032,2025-11-01T13:42:55.545024,B
1033,2025-11-01T13:42:56.545028,T
1034,2025-11-01T13:42:57.545031,P
1035,2025-11-01T13:42:58.545035,P
1036,2025-11-01T13:42:59.545038,P
1037,2025-11-01T13:43:00.545041,P
1038,2025-11-01T13:43:01.545045,B
1039,2025-11-01T13:43:02.545048,P
1040,2025-11-01T13:43:03.545052,T
1041,2025-11-01T13:43:04.545055,B
1042,2025-11-01T13:43:05.545059,P
1043,2025-11-01T13:43:06.545062,T
1044,2025-11-01T13:43:07.545067,T
1045,2025-11-01T13:43:08.545070,B
1046,2025-11-01T13:43:09.545073,B
1047,2025-11-01T13:43:10.545077,T
1048,2025-11-01T13:43:11.545080,B
1049,2025-11-01T13:43:12.545084,T
1050,2025-11-01T13:43:13.545087,P
1051,2025-11-01T13:43:14.545090,P
1052,2025-11-01T13:43:15.545094,T
1053,2025-11-01T13:43:16.545097,P
1054,2025-11-01T13:43:17.545101,B
1055,2025-11-01T13:43:18.545104,P
1056,2025-11-01T13:43:19.545108,B
1057,2025-11-01T13:43:20.545111,B
1058,2025-11-01T13:43:21.545114,B
1059,2025-11-01T13:43:22.545118,P
1060,2025-11-01T13:43:23.545121,B
1061,2025-11-01T13:43:24.545125,B
1062,2025-11-01T13:43:25.545128,B
1063,2025-11-01T13:43:26.545131,B
1064,2025-11-01T13:43:27.545134,B
1065,2025-11-01T13:43:28.545138,P
1066,2025-11-01T13:43:29.545141,P
1067,2025-11-01T13:43:30.545145,B
1068,2025-11-01T13:43:31.545148,P
1069,2025-11-01T13:43:32.545151,B
1070,2025-11-01T13:43:33.545155,B
1071,2025-11-01T13:43:34.545159,P
1072,2025-11-01T13:43:35.545162,B
1073,2025-11-01T13:43:36.545166,B
1074,2025-11-01T13:43:37.545169,P
1075,2025-11-01T13:43:38.545173,B
1076,2025-11-01T13:43:39.545176,B
1077,2025-11-01T13:43:40.545180,P
1078,2025-11-01T13:43:41.545183,P
1079,2025-11-01T13:43:42.545187,B
1080,2025-11-01T13:43:43.545190,B
1081,2025-11-01T13:43:44.545193,P
1082,2025-11-01T13:43:45.545198,P
1083,2025-11-01T13:43:46.545204,B
1084,2025-11-01T13:43:47.545211,P
1085,2025-11-01T13:43:48.545217,T
1086,2025-11-01T13:43:49.545223,P
1087,2025-11-01T13:43:50.545227,P
1088,2025-11-01T13:43:51.545230,B
1089,2025-11-01T13:43:52.545234,P
1090,2025-11-01T13:43:53.545237,T
1091,2025-11-01T13:43:54.545241,P
1092,2025-11-01T13:43:55.545244,P
1093,2025-11-01T13:43:56.545248,P
1094,2025-11-01T13:43:57.545251,P
1095,2025-11-01T13:43:58.545255,B
1096,2025-11-01T13:43:59.545258,P
1097,2025-11-01T13:44:00.545262,B
1098,2025-11-01T13:44:01.545265,B
1099,2025-11-01T13:44:02.545269,T
1100,2025-11-01T13:44:03.545272,T
1101,2025-11-01T13:44:04.545275,B
1102,2025-11-01T13:44:05.545279,B
1103,2025-11-01T13:44:06.545283,P
1104,2025-11-01T13:44:07.545287,P
1105,2025-11-01T13:44:08.545290,B
1106,2025-11-01T13:44:09.545293,P
1107,2025-11-01T13:44:10.545297,P
1108,2025-11-01T13:44:11.545300,B
1109,2025-11-01T13:44:12.545304,P
1110,2025-11-01T13:44:13.545307,B
1111,2025-11-01T13:44:14.545311,P
1112,2025-11-01T13:44:15.545314,P
1113,2025-11-01T13:44:16.545319,P
1114,2025-11-01T13:44:17.545322,P
1115,2025-11-01T13:44:18.545326,P
1116,2025-11-01T13:44:19.545329,B
1117,2025-11-01T13:44:20.545332,B
1118,2025-11-01T13:44:21.545336,B
1119,2025-11-01T13:44:22.545339,P
1120,2025-11-01T13:44:23.545343,P
1121,2025-11-01T13:44:24.545346,P
1122,2025-11-01T13:44:25.545350,P
1123,2025-11-01T13:44:26.545353,B
1124,2025-11-01T13:44:27.545356,B
1125,2025-11-01T13:44:28.545360,B
1126,2025-11-01T13:44:29.545363,P
1127,2025-11-01T13:44:30.545367,B
1128,2025-11-01T13:44:31.545370,P
1129,2025-11-01T13:44:32.545374,P
1130,2025-11-01T13:44:33.545377,P
1131,2025-11-01T13:44:34.545380,B
1132,2025-11-01T13:44:35.545384,B
1133,2025-11-01T13:44:36.545387,P
1134,2025-11-01T13:44:37.545391,B
1135,2025-11-01T13:44:38.545394,B
1136,2025-11-01T13:44:39.545398,B
1137,2025-11-01T13:44:40.545402,B
1138,2025-11-01T13:44:41.545405,T
1139,2025-11-01T13:44:42.545409,P
1140,2025-11-01T13:44:43.545412,P
1141,2025-11-01T13:44:44.545416,P
1142,2025-11-01T13:44:45.545419,P
1143,2025-11-01T13:44:46.545423,P
1144,2025-11-01T13:44:47.545426,B
1145,2025-11-01T13:44:48.545430,B
1146,2025-11-01T13:44:49.545433,B
1147,2025-11-01T13:44:50.545437,P
1148,2025-11-01T13:44:51.545440,P
1149,2025-11-01T13:44:52.545444,P
1150,2025-11-01T13:44:53.545447,P
1151,2025-11-01T13:44:54.545451,T
1152,2025-11-01T13:44:55.545455,T
1153,2025-11-01T13:44:56.545459,P
1154,2025-11-01T13:44:57.545462,B
1155,2025-11-01T13:44:58.545466,P
1156,2025-11-01T13:44:59.545469,T
1157,2025-11-01T13:45:00.545473,B
1158,2025-11-01T13:45:01.545476,P
1159,2025-11-01T13:45:02.545480,B
1160,2025-11-01T13:45:03.545483,B
1161,2025-11-01T13:45:04.545487,P
1162,2025-11-01T13:45:05.545491,P
1163,2025-11-01T13:45:06.545494,B
1164,2025-11-01T13:45:07.545498,B
1165,2025-11-01T13:45:08.545501,B
1166,2025-11-01T13:45:09.545505,B
1167,2025-11-01T13:45:10.545508,P
1168,2025-11-01T13:45:11.545512,T
1169,2025-11-01T13:45:12.545515,B
1170,2025-11-01T13:45:13.545518,P
1171,2025-11-01T13:45:14.545522,P
1172,2025-11-01T13:45:15.545525,P
1173,2025-11-01T13:45:16.545529,B
1174,2025-11-01T13:45:17.545532,P
1175,2025-11-01T13:45:18.545536,B
1176,2025-11-01T13:45:19.545539,B
1177,2025-11-01T13:45:20.545543,B
1178,2025-11-01T13:45:21.545546,B
1179,2025-11-01T13:45:22.545549,B
1180,2025-11-01T13:45:23.545553,P
1181,2025-11-01T13:45:24.545556,B
1182,2025-11-01T13:45:25.545560,T
1183,2025-11-01T13:45:26.545563,B
1184,2025-11-01T13:45:27.545566,P
1185,2025-11-01T13:45:28.545570,P
1186,2025-11-01T13:45:29.545573,B
1187,2025-11-01T13:45:30.545577,T
1188,2025-11-01T13:45:31.545580,P
1189,2025-11-01T13:45:32.545584,B
1190,2025-11-01T13:45:33.545587,B
1191,2025-11-01T13:45:34.545591,T
1192,2025-11-01T13:45:35.545594,P
1193,2025-11-01T13:45:36.545598,T
1194,2025-11-01T13:45:37.545601,P
1195,2025-11-01T13:45:38.545604,P
1196,2025-11-01T13:45:39.545608,P
1197,2025-11-01T13:45:40.545612,P
1198,2025-11-01T13:45:41.545615,B
1199,2025-11-01T13:45:42.545619,P
1200,2025-11-01T13:45:43.545663,B
1201,2025-11-01T13:45:44.545667,T
1202,2025-11-01T13:45:45.545671,B
1203,2025-11-01T13:45:46.545674,P
1204,2025-11-01T13:45:47.545678,P
1205,2025-11-01T13:45:48.545681,P
1206,2025-11-01T13:45:49.545685,P
1207,2025-11-01T13:45:50.545688,B
1208,2025-11-01T13:45:51.545692,P
1209,2025-11-01T13:45:52.545695,B
1210,2025-11-01T13:45:53.545699,B
1211,2025-11-01T13:45:54.545702,B
1212,2025-11-01T13:45:55.545705,B
1213,2025-11-01T13:45:56.545709,P
1214,2025-11-01T13:45:57.545712,B
1215,2025-11-01T13:45:58.545716,P
1216,2025-11-01T13:45:59.545719,B
1217,2025-11-01T13:46:00.545723,P
1218,2025-11-01T13:46:01.545726,B
1219,2025-11-01T13:46:02.545730,B
1220,2025-11-01T13:46:03.545733,T
1221,2025-11-01T13:46:04.545737,B
1222,2025-11-01T13:46:05.545740,B
1223,2025-11-01T13:46:06.545743,B
1224,2025-11-01T13:46:07.545747,B
1225,2025-11-01T13:46:08.545750,B
1226,2025-11-01T13:46:09.545754,B
1227,2025-11-01T13:46:10.545757,B
1228,2025-11-01T13:46:11.545761,T
1229,2025-11-01T13:46:12.545764,P
1230,2025-11-01T13:46:13.545768,B
1231,2025-11-01T13:46:14.545771,B
1232,2025-11-01T13:46:15.545775,P
1233,2025-11-01T13:46:16.545778,B
1234,2025-11-01T13:46:17.545783,P
1235,2025-11-01T13:46:18.545789,P
1236,2025-11-01T13:46:19.545796,P
1237,2025-11-01T13:46:20.545801,B
1238,2025-11-01T13:46:21.545807,B
1239,2025-11-01T13:46:22.545812,B
1240,2025-11-01T13:46:23.545815,P
1241,2025-11-01T13:46:24.545819,B
1242,2025-11-01T13:46:25.545822,B
1243,2025-11-01T13:46:26.545826,B
1244,2025-11-01T13:46:27.545829,P
1245,2025-11-01T13:46:28.545832,B
1246,2025-11-01T13:46:29.545837,P
1247,2025-11-01T13:46:30.545840,B
1248,2025-11-01T13:46:31.545844,P
1249,2025-11-01T13:46:32.545847,B
1250,2025-11-01T13:46:33.545850,B
1251,2025-11-01T13:46:34.545854,P
1252,2025-11-01T13:46:35.545857,B
1253,2025-11-01T13:46:36.545861,B
1254,2025-11-01T13:46:37.545864,P
1255,2025-11-01T13:46:38.545868,B
1256,2025-11-01T13:46:39.545871,B
1257,2025-11-01T13:46:40.545874,B
1258,2025-11-01T13:46:41.545878,P
1259,2025-11-01T13:46:42.545881,T
1260,2025-11-01T13:46:43.545885,B
1261,2025-11-01T13:46:44.545888,P
1262,2025-11-01T13:46:45.545892,B
1263,2025-11-01T13:46:46.545895,B
1264,2025-11-01T13:46:47.545899,P
1265,2025-11-01T13:46:48.545902,B
1266,2025-11-01T13:46:49.545905,B
1267,2025-11-01T13:46:50.545909,P
1268,2025-11-01T13:46:51.545915,P
1269,2025-11-01T13:46:52.545921,B
1270,2025-11-01T13:46:53.545928,B
1271,2025-11-01T13:46:54.545934,B
1272,2025-11-01T13:46:55.545939,P
1273,2025-11-01T13:46:56.545943,P
1274,2025-11-01T13:46:57.545946,P
1275,2025-11-01T13:46:58.545949,B
1276,2025-11-01T13:46:59.545953,B
1277,2025-11-01T13:47:00.545956,B
1278,2025-11-01T13:47:01.545960,B
1279,2025-11-01T13:47:02.545963,B
1280,2025-11-01T13:47:03.545967,P
1281,2025-11-01T13:47:04.545970,B
1282,2025-11-01T13:47:05.545973,P
1283,2025-11-01T13:47:06.545977,T
1284,2025-11-01T13:47:07.545980,B
1285,2025-11-01T13:47:08.545984,P
1286,2025-11-01T13:47:09.545987,B
1287,2025-11-01T13:47:10.545991,P
1288,2025-11-01T13:47:11.545994,T
1289,2025-11-01T13:47:12.545998,P
1290,2025-11-01T13:47:13.546001,B
1291,2025-11-01T13:47:14.546004,B
1292,2025-11-01T13:47:15.546008,B
1293,2025-11-01T13:47:16.546011,B
1294,2025-11-01T13:47:17.546015,P
1295,2025-11-01T13:47:18.546018,P
1296,2025-11-01T13:47:19.546022,P
1297,2025-11-01T13:47:20.546025,P
1298,2025-11-01T13:47:21.546029,B
1299,2025-11-01T13:47:22.546032,P
1300,2025-11-01T13:47:23.546036,T
1301,2025-11-01T13:47:24.546039,P
1302,2025-11-01T13:47:25.546042,P
1303,2025-11-01T13:47:26.546046,B
1304,2025-11-01T13:47:27.546049,B
1305,2025-11-01T13:47:28.546053,B
1306,2025-11-01T13:47:29.546056,P
1307,2025-11-01T13:47:30.546060,P
1308,2025-11-01T13:47:31.546063,P
1309,2025-11-01T13:47:32.546067,B
1310,2025-11-01T13:47:33.546070,P
1311,2025-11-01T13:47:34.546073,P
1312,2025-11-01T13:47:35.546077,P
1313,2025-11-01T13:47:36.546080,B
1314,2025-11-01T13:47:37.546084,P
1315,2025-11-01T13:47:38.546087,B
1316,2025-11-01T13:47:39.546091,T
1317,2025-11-01T13:47:40.546094,B
